iauname ra dec shortname f250 f350 f500
 NC.v1.143          194.136227200       23.606904222      NC.v1.143   214.159000   291.139000   260.972000 
 NC.v1.168          199.176229789       25.199551222      NC.v1.168   194.276000   135.245000   103.837000 
 NC.v1.181          194.540949324       26.619442222      NC.v1.181   190.727000   166.041000   112.045000 
 NC.v1.268          192.897763913       26.249311222      NC.v1.268   144.831000   201.186000   212.280000 
 NC.v1.353          194.218983912       27.984162222      NC.v1.353   134.062000   169.085000   144.134000 
 NC.v1.727          195.888398355       24.778429222      NC.v1.727    99.605000   137.352000   104.463000 
 NC.v1.822          198.919472068       26.389757222      NC.v1.822    99.153000   128.774000   117.526000 
NC.v1.1952          196.799485368       26.658362222     NC.v1.1952    71.059000   103.820000   103.357000 
NC.v1.2078          199.047574180       28.205664222     NC.v1.2078    72.758000   113.415000   110.020000 
NC.v1.2536          195.325364230       25.619017222     NC.v1.2536    59.818000   110.366000   116.244000 
NC.v1.2764          192.858614450       25.824531222     NC.v1.2764    63.807000   108.216000   103.491000 
NC.v1.3063          195.224820695       26.050743222     NC.v1.3063    63.159000    95.134000   105.111000 
1HerMES-S250-J021830.5-053124  02:18:30.679 -05:31:31.60 HXMM02     92.0    122.0   113.0 
1HerMES-S250-J022016.5-060143  02:20:16.603 -06:01:43.20 HXMM01    180.0    192.0   132.0 
1HerMES-S250-J103826.6+581542  10:38:26.611 +58:15:42.47 HLock04   191.0    157.0   101.0 
1HerMES_S250_J105712.2+565457  10:57:12.262 +56:54:58.70 HLock03   114.0    147.0   114.0 
1HerMES_S250_J105750.9+573026  10:57:51.022 +57:30:26.80 HLock01   403.0    377.0   249.0 
1HerMES_S250_J142823.9+352619  14:28:24.074 +35:26:19.35 HBootes03 323.0    244.0   140.0 
1HerMES_S250_J142825.5+345547  14:28:25.476 +34:55:47.10 HBootes02 159.0    196.0   157.0 
1HerMES_S250_J143330.8+345439  14:33:30.826 +34:54:39.75 HBootes01 158.0    191.0   160.0 
1HerMES_S250_JECDFS01  14:33:30.826 +34:54:39.75 HECDFS01 156.0 156.0 129.0
1HerMES_S250_JECDFS02  14:33:30.826 +34:54:39.75 HECDFS02 133.0 148.0 122.0
1HerMES_S250_JECDFS03  14:33:30.826 +34:54:39.75 HECDFS03 84.0 118.0 114.0
1HerMES_S250_JHLock02  14:33:30.826 +34:54:39.75 HLock02  53.0 115.0 141.0
1HerMES_S250_JHXMM03  14:33:30.826 +34:54:39.75 HXMM03  121.0 132.0 110.0
